Age,Education_Level,Years_Experience,Job_Title,Location,Industry,Workclass,Gender,Hours_per_week,Marital_Status,Salary_USD
43,High School,19,ML Engineer,Chennai,Healthcare,Government,Female,33,Married,66084
43,High School,15,ML Engineer,Kolkata,Tech,Government,Female,41,Married,64755
27,Bachelor's,6,Research Scientist,Chicago,Finance,Private,Male,52,Married,129909
36,Bachelor's,6,Software Engineer,Seattle,Retail,Private,Male,49,Married,121260
58,PhD,17,Data Analyst,Mumbai,Healthcare,Private,Male,37,Married,33651
54,High School,17,Project Manager,Austin,Retail,Government,Male,57,Single,114440
29,Master's,1,Business Analyst,Seattle,Healthcare,Private,Female,51,Married,81576
26,Master's,14,Software Engineer,Mumbai,Retail,Self-employed,Male,55,Married,51099
60,PhD,13,Data Engineer,Delhi,Consulting,Government,Male,55,Divorced,57004
25,Master's,17,HR Manager,San Francisco,Retail,Private,Male,58,Married,130787
27,PhD,8,Data Engineer,San Francisco,Finance,Government,Male,45,Married,158790
53,High School,13,Project Manager,Chicago,Consulting,Private,Female,53,Divorced,121007
51,Master's,4,Data Scientist,Seattle,Consulting,Government,Male,57,Single,118232
56,High School,10,Marketing Manager,Miami,Healthcare,Self-employed,Female,30,Single,80847
37,Bachelor's,7,Data Scientist,Hyderabad,Biotech,Government,Male,38,Married,49422
34,Master's,4,Data Scientist,Boston,Finance,Government,Male,40,Single,123765
51,Bachelor's,10,Data Scientist,Atlanta,Consulting,Government,Male,41,Single,115152
40,Master's,4,Data Analyst,Kolkata,Biotech,Private,Female,38,Single,25034
38,High School,16,ML Engineer,Denver,Biotech,Government,Female,35,Single,165097
40,PhD,3,HR Manager,Kolkata,Consulting,Private,Male,58,Married,31073
49,High School,14,Business Analyst,Delhi,Healthcare,Government,Female,38,Married,41658
47,High School,18,Data Analyst,San Diego,Tech,Private,Female,35,Divorced,94835
58,High School,1,Software Engineer,Miami,Consulting,Private,Male,35,Married,90982
47,Master's,16,Software Engineer,Seattle,Healthcare,Private,Female,58,Married,132032
44,PhD,11,Data Analyst,Delhi,Finance,Private,Female,49,Single,34093
30,Bachelor's,16,Project Manager,Kolkata,Healthcare,Government,Female,32,Single,47990
33,High School,9,Data Engineer,Denver,Biotech,Government,Female,32,Married,136491
22,Master's,17,Data Analyst,Boston,Finance,Private,Female,45,Married,91333
22,Bachelor's,18,Data Analyst,Miami,Finance,Private,Male,31,Single,93898
55,High School,17,Business Analyst,New York,Tech,Private,Male,33,Married,146927
53,Bachelor's,12,Business Analyst,Denver,Tech,Self-employed,Male,38,Married,99718
46,High School,13,ML Engineer,Miami,Consulting,Self-employed,Female,36,Single,134885
22,Bachelor's,15,Business Analyst,Hyderabad,Healthcare,Government,Male,32,Single,45956
37,Bachelor's,17,ML Engineer,Boston,Consulting,Self-employed,Female,53,Divorced,165289
60,PhD,17,Data Scientist,Denver,Tech,Self-employed,Male,59,Married,146758
26,PhD,15,Data Engineer,Hyderabad,Biotech,Private,Female,42,Single,56690
43,High School,16,Project Manager,Chicago,Tech,Private,Female,43,Single,121338
50,Master's,6,Data Engineer,Bangalore,Healthcare,Self-employed,Female,58,Married,50110
24,PhD,11,ML Engineer,Chennai,Biotech,Self-employed,Male,38,Married,61408
33,Bachelor's,1,Business Analyst,Mumbai,Consulting,Self-employed,Female,30,Single,30309
47,PhD,9,Data Analyst,Delhi,Consulting,Private,Male,41,Married,31001
37,PhD,4,HR Manager,Atlanta,Tech,Government,Female,30,Divorced,64549
58,High School,2,Data Scientist,Mumbai,Tech,Self-employed,Female,38,Single,44569
43,PhD,18,Research Scientist,Mumbai,Retail,Government,Male,54,Single,62205
50,PhD,12,Software Engineer,Atlanta,Consulting,Government,Male,36,Married,113883
35,Bachelor's,11,ML Engineer,Atlanta,Consulting,Self-employed,Female,32,Single,139456
49,PhD,2,Data Engineer,Chennai,Finance,Government,Female,33,Married,49122
26,Bachelor's,5,Business Analyst,San Francisco,Healthcare,Private,Female,36,Divorced,99103
51,PhD,13,Data Scientist,Austin,Finance,Self-employed,Male,54,Divorced,128088
26,PhD,3,Software Engineer,Boston,Finance,Self-employed,Female,44,Divorced,102776
33,Master's,12,Research Scientist,Atlanta,Consulting,Self-employed,Female,53,Single,127027
37,PhD,18,Data Analyst,Seattle,Retail,Self-employed,Female,53,Divorced,97344
47,Bachelor's,17,Data Analyst,Mumbai,Healthcare,Private,Female,30,Married,36926
47,Bachelor's,2,ML Engineer,Delhi,Consulting,Private,Male,35,Married,54324
42,High School,19,ML Engineer,Austin,Finance,Government,Male,51,Divorced,153663
60,High School,5,Business Analyst,Bangalore,Finance,Self-employed,Male,34,Divorced,34474
57,Master's,15,HR Manager,Kolkata,Consulting,Self-employed,Male,40,Married,39633
54,Bachelor's,19,Business Analyst,San Diego,Tech,Government,Female,46,Divorced,117229
51,Bachelor's,2,Project Manager,Mumbai,Tech,Private,Female,32,Divorced,39517
58,Bachelor's,11,Data Scientist,Austin,Consulting,Self-employed,Male,41,Divorced,116707
44,Master's,18,Data Scientist,Delhi,Biotech,Government,Female,49,Married,57383
31,Bachelor's,18,Data Engineer,Denver,Biotech,Private,Female,59,Married,145892
26,High School,3,Data Analyst,Seattle,Tech,Government,Female,39,Divorced,61452
57,Master's,0,Marketing Manager,Miami,Healthcare,Government,Male,36,Married,61422
55,High School,1,Business Analyst,Mumbai,Retail,Private,Male,44,Divorced,31394
52,High School,12,Data Engineer,Seattle,Finance,Self-employed,Male,50,Divorced,146968
31,Master's,12,ML Engineer,San Francisco,Healthcare,Private,Female,47,Divorced,188945
40,PhD,1,Data Scientist,Atlanta,Tech,Self-employed,Female,48,Single,106548
53,PhD,18,ML Engineer,San Diego,Consulting,Private,Female,58,Single,161249
22,High School,15,Business Analyst,Atlanta,Biotech,Self-employed,Male,59,Divorced,90235
26,PhD,11,Software Engineer,New York,Tech,Self-employed,Male,30,Single,148298
25,Bachelor's,0,ML Engineer,San Diego,Healthcare,Government,Male,59,Divorced,139268
37,Master's,8,Marketing Manager,New York,Healthcare,Government,Male,51,Single,106288
45,High School,16,Data Scientist,Miami,Retail,Self-employed,Female,42,Divorced,128258
37,Bachelor's,9,Business Analyst,San Diego,Tech,Private,Female,58,Single,90152
23,PhD,17,Data Engineer,Atlanta,Finance,Self-employed,Male,53,Married,134227
49,Bachelor's,18,HR Manager,Chennai,Healthcare,Private,Male,33,Married,42150
53,PhD,6,HR Manager,San Francisco,Finance,Self-employed,Female,47,Single,85842
48,High School,18,Business Analyst,Bangalore,Finance,Private,Female,41,Divorced,44325
41,Bachelor's,14,HR Manager,Miami,Consulting,Government,Male,33,Single,83175
45,Master's,8,Data Scientist,San Diego,Tech,Private,Male,55,Single,118101
33,High School,9,Software Engineer,Bangalore,Tech,Government,Male,33,Married,45750
56,Bachelor's,19,ML Engineer,Chicago,Finance,Private,Female,34,Married,170544
54,Bachelor's,19,Marketing Manager,Kolkata,Consulting,Government,Female,48,Married,43934
54,PhD,3,Research Scientist,San Francisco,Healthcare,Private,Female,38,Single,158091
58,High School,5,Data Engineer,Bangalore,Healthcare,Self-employed,Female,36,Married,49274
33,High School,3,Data Scientist,Hyderabad,Tech,Private,Female,54,Married,47052
24,High School,4,Data Analyst,Chennai,Finance,Government,Male,36,Married,28195
22,High School,8,Project Manager,Atlanta,Consulting,Government,Male,41,Divorced,102302
54,PhD,11,Project Manager,New York,Consulting,Private,Male,39,Divorced,130103
31,Master's,7,Data Engineer,Boston,Healthcare,Self-employed,Male,58,Single,131212
50,High School,4,Data Scientist,New York,Healthcare,Private,Male,49,Married,135920
34,PhD,10,Business Analyst,Chennai,Biotech,Private,Female,50,Single,43444
33,Master's,10,ML Engineer,Bangalore,Biotech,Government,Male,42,Single,57921
52,Master's,12,Business Analyst,Atlanta,Finance,Self-employed,Male,52,Married,95327
23,PhD,13,Business Analyst,Austin,Biotech,Self-employed,Male,35,Single,102418
56,High School,7,Data Analyst,Delhi,Consulting,Self-employed,Female,38,Married,27207
44,Master's,17,HR Manager,Kolkata,Biotech,Self-employed,Male,48,Married,42790
38,High School,18,Project Manager,Denver,Tech,Private,Female,53,Divorced,121036
47,High School,11,Research Scientist,Hyderabad,Tech,Self-employed,Male,45,Single,61457
29,Bachelor's,11,Research Scientist,Seattle,Retail,Self-employed,Male,56,Single,132543
50,High School,17,ML Engineer,Atlanta,Healthcare,Self-employed,Female,55,Married,140772
47,Bachelor's,9,Project Manager,Chicago,Healthcare,Government,Male,40,Divorced,102392
31,Master's,6,Data Analyst,Hyderabad,Finance,Government,Male,33,Divorced,26621
47,PhD,17,Data Engineer,Delhi,Tech,Government,Female,54,Single,60642
55,Bachelor's,11,Data Scientist,Atlanta,Retail,Self-employed,Male,30,Divorced,126899
28,PhD,13,Business Analyst,Chicago,Finance,Private,Female,50,Single,111776
25,Master's,14,Business Analyst,Chennai,Finance,Private,Female,41,Single,43668
32,High School,15,Marketing Manager,New York,Biotech,Government,Female,33,Divorced,126057
50,Master's,1,Data Engineer,Austin,Healthcare,Government,Female,34,Married,102571
57,PhD,17,Marketing Manager,San Diego,Finance,Self-employed,Female,35,Single,110955
46,Master's,11,Marketing Manager,Atlanta,Finance,Government,Male,43,Single,86360
42,High School,15,HR Manager,Denver,Healthcare,Government,Male,58,Single,100947
57,Master's,12,Research Scientist,Miami,Healthcare,Government,Male,30,Single,126266
31,High School,19,Marketing Manager,Chicago,Tech,Government,Female,37,Divorced,106991
58,Bachelor's,16,Business Analyst,Denver,Healthcare,Private,Male,44,Divorced,112127
30,PhD,17,Project Manager,Miami,Biotech,Self-employed,Female,41,Divorced,111615
45,High School,2,Project Manager,San Diego,Tech,Private,Male,56,Divorced,91020
56,High School,9,HR Manager,Seattle,Retail,Government,Female,48,Single,84167
56,Master's,0,Project Manager,Hyderabad,Finance,Self-employed,Female,52,Married,37117
57,Bachelor's,5,Business Analyst,Atlanta,Biotech,Self-employed,Male,36,Married,83047
39,High School,2,Research Scientist,Chicago,Biotech,Private,Male,38,Divorced,133383
60,Bachelor's,18,Research Scientist,New York,Tech,Private,Male,40,Single,195486
53,Bachelor's,3,Research Scientist,Kolkata,Finance,Government,Female,56,Divorced,48012
45,Master's,19,Data Scientist,Miami,Tech,Private,Male,52,Married,132341
44,High School,2,Data Engineer,Chicago,Consulting,Government,Female,57,Divorced,112176
53,Master's,7,Data Scientist,Mumbai,Consulting,Government,Male,37,Single,45922
58,PhD,7,Data Scientist,Hyderabad,Tech,Government,Female,33,Single,53991
33,PhD,6,Data Scientist,Austin,Finance,Self-employed,Female,39,Single,116461
34,High School,1,Project Manager,Seattle,Finance,Self-employed,Male,49,Divorced,88851
44,Bachelor's,5,Software Engineer,Chicago,Healthcare,Private,Male,39,Married,116217
46,High School,15,Project Manager,Bangalore,Biotech,Private,Male,37,Single,50783
56,High School,9,Software Engineer,Miami,Tech,Self-employed,Female,43,Married,97558
51,PhD,3,Project Manager,Chennai,Biotech,Private,Female,33,Married,40101
38,PhD,12,Business Analyst,Kolkata,Biotech,Government,Male,58,Divorced,40617
41,Bachelor's,9,Data Engineer,Boston,Consulting,Government,Male,49,Divorced,134915
46,Bachelor's,13,Data Analyst,San Diego,Consulting,Self-employed,Male,55,Married,101049
43,High School,8,Data Analyst,Seattle,Retail,Private,Female,32,Single,83927
34,Master's,10,Data Scientist,Chennai,Tech,Private,Female,57,Single,51744
40,High School,17,Data Analyst,Seattle,Retail,Self-employed,Male,32,Divorced,101108
57,Bachelor's,10,Data Engineer,Chennai,Tech,Government,Male,56,Single,50156
33,Master's,16,Data Engineer,Kolkata,Finance,Government,Female,33,Married,59807
40,PhD,1,ML Engineer,Hyderabad,Tech,Private,Female,41,Single,53855
33,Bachelor's,2,HR Manager,Boston,Finance,Self-employed,Male,58,Divorced,77528
30,Bachelor's,10,Data Engineer,San Diego,Finance,Self-employed,Male,59,Married,132458
28,Master's,17,HR Manager,Hyderabad,Tech,Government,Male,47,Married,42364
49,Bachelor's,2,Data Analyst,Austin,Finance,Government,Female,57,Single,61452
35,Bachelor's,14,HR Manager,New York,Biotech,Private,Male,48,Single,103662
52,Bachelor's,10,Software Engineer,Seattle,Finance,Self-employed,Female,40,Married,118419
40,Bachelor's,10,Business Analyst,Austin,Biotech,Private,Male,57,Divorced,85935
37,Bachelor's,19,HR Manager,Seattle,Biotech,Private,Male,47,Divorced,111311
26,Bachelor's,10,Business Analyst,Chennai,Biotech,Self-employed,Male,43,Single,42756
56,Bachelor's,18,Data Scientist,Hyderabad,Healthcare,Self-employed,Male,40,Divorced,57176
33,Bachelor's,0,Data Analyst,New York,Retail,Government,Male,43,Married,65468
46,PhD,4,Business Analyst,Boston,Healthcare,Self-employed,Male,51,Divorced,88586
42,Bachelor's,9,Marketing Manager,New York,Finance,Private,Female,58,Married,104681
57,PhD,9,Data Scientist,Denver,Retail,Private,Female,32,Single,126868
44,PhD,13,Business Analyst,Bangalore,Retail,Self-employed,Male,31,Divorced,41736
37,High School,1,ML Engineer,Atlanta,Retail,Private,Female,38,Married,121410
60,High School,3,HR Manager,Atlanta,Tech,Self-employed,Female,37,Single,69818
60,PhD,1,ML Engineer,Hyderabad,Finance,Government,Female,34,Married,53123
35,PhD,17,Data Engineer,Boston,Healthcare,Government,Female,58,Divorced,157184
52,Bachelor's,12,Software Engineer,Delhi,Retail,Self-employed,Male,38,Married,50139
26,High School,18,Data Scientist,Mumbai,Retail,Private,Male,34,Single,57564
56,Master's,4,Research Scientist,New York,Consulting,Self-employed,Male,50,Single,151829
44,High School,19,Research Scientist,Mumbai,Retail,Self-employed,Male,42,Divorced,61671
50,PhD,1,Business Analyst,Seattle,Retail,Government,Male,40,Single,76907
32,PhD,10,HR Manager,Delhi,Consulting,Self-employed,Female,40,Divorced,33221
39,Bachelor's,17,Data Analyst,Miami,Finance,Government,Female,49,Single,89704
33,Bachelor's,5,Research Scientist,San Francisco,Healthcare,Government,Male,41,Divorced,151690
30,High School,9,Data Analyst,Hyderabad,Biotech,Self-employed,Male,48,Single,31832
31,Bachelor's,16,Research Scientist,Austin,Healthcare,Self-employed,Male,42,Divorced,135451
38,Master's,10,Data Scientist,Seattle,Finance,Self-employed,Male,55,Married,129854
59,Master's,18,Research Scientist,Delhi,Healthcare,Self-employed,Female,38,Married,64708
28,Bachelor's,16,Data Engineer,Delhi,Consulting,Government,Female,33,Divorced,59153
34,Master's,3,Project Manager,Bangalore,Retail,Self-employed,Female,36,Single,36555
30,Master's,13,Business Analyst,Austin,Retail,Government,Female,34,Single,92861
48,High School,19,Software Engineer,Boston,Biotech,Government,Male,36,Divorced,142300
23,Master's,3,Research Scientist,Kolkata,Finance,Private,Male,57,Single,51366
26,PhD,13,HR Manager,New York,Retail,Government,Male,37,Divorced,120734
50,PhD,3,Software Engineer,Seattle,Finance,Private,Female,43,Married,104807
58,High School,5,Data Analyst,Mumbai,Tech,Self-employed,Male,53,Divorced,25208
59,Bachelor's,8,ML Engineer,Bangalore,Biotech,Private,Male,39,Single,59413
40,High School,11,Data Engineer,Kolkata,Finance,Self-employed,Male,35,Single,55306
29,Bachelor's,7,Marketing Manager,Atlanta,Healthcare,Government,Female,34,Divorced,81356
22,Bachelor's,3,Marketing Manager,Boston,Healthcare,Private,Male,44,Divorced,74091
43,Bachelor's,4,Software Engineer,Denver,Healthcare,Self-employed,Female,45,Divorced,104799
38,Bachelor's,5,ML Engineer,Seattle,Healthcare,Self-employed,Female,56,Divorced,135308
28,Bachelor's,4,HR Manager,Chicago,Finance,Private,Female,31,Married,79997
46,High School,18,Software Engineer,Atlanta,Consulting,Private,Male,57,Single,124352
25,Bachelor's,7,Data Analyst,Austin,Biotech,Self-employed,Male,44,Single,66404
57,Master's,8,Data Scientist,Mumbai,Healthcare,Self-employed,Male,37,Divorced,52335
27,Master's,14,Software Engineer,Miami,Finance,Government,Female,50,Divorced,121908
52,Bachelor's,3,Marketing Manager,Bangalore,Retail,Self-employed,Female,53,Divorced,33106
40,Master's,8,Project Manager,Delhi,Retail,Private,Male,51,Married,43742
60,PhD,6,Marketing Manager,New York,Finance,Self-employed,Female,53,Married,101151
48,High School,7,ML Engineer,Chennai,Healthcare,Self-employed,Female,42,Divorced,56149
31,High School,14,Data Analyst,Bangalore,Tech,Private,Male,46,Single,37219
47,Bachelor's,18,HR Manager,Austin,Finance,Government,Male,44,Married,91464
40,Bachelor's,14,Data Engineer,Mumbai,Biotech,Self-employed,Female,54,Single,58594
60,PhD,4,Business Analyst,New York,Biotech,Private,Male,43,Married,115917
24,Bachelor's,18,Project Manager,San Diego,Tech,Private,Male,54,Divorced,129267
34,Master's,6,Data Engineer,Boston,Retail,Private,Female,48,Divorced,126595
49,PhD,5,Software Engineer,Kolkata,Retail,Private,Female,42,Single,41319
41,Master's,18,Project Manager,Austin,Finance,Government,Female,50,Divorced,114135
49,High School,16,ML Engineer,Atlanta,Tech,Private,Male,57,Single,150341
29,Master's,9,Data Analyst,Kolkata,Finance,Self-employed,Male,36,Divorced,30842
60,High School,18,HR Manager,Chicago,Finance,Government,Female,37,Divorced,111107
22,Master's,10,Data Engineer,Miami,Tech,Private,Female,36,Single,123143
24,High School,14,Software Engineer,Hyderabad,Retail,Self-employed,Male,48,Divorced,51783
34,Bachelor's,9,Data Analyst,Seattle,Consulting,Government,Female,44,Married,76416
49,Master's,10,Software Engineer,San Francisco,Healthcare,Self-employed,Male,36,Divorced,135264
46,High School,2,HR Manager,Boston,Healthcare,Government,Female,46,Single,71874
54,Master's,2,Data Engineer,Bangalore,Healthcare,Private,Male,50,Divorced,46734
59,PhD,17,Software Engineer,San Francisco,Tech,Self-employed,Male,54,Married,164253
27,Bachelor's,10,Data Analyst,Bangalore,Finance,Private,Male,47,Divorced,31970
53,High School,19,Software Engineer,Kolkata,Finance,Government,Male,48,Divorced,57366
